shipment_id,zone,latitude,longitude,distance_km,weight_kg,package_type,vehicle_type,route_id,stops_per_route,month,day,hour,is_weekend,is_festive,peak_hour,promised_delivery_hrs,actual_delivery_hrs,delay_hrs,on_time,first_attempt,total_cost_inr,fuel_cost_inr,labor_cost_inr,route_efficiency,cost_per_km
DEL100133,Mumbai,19.289728382899593,72.87207238821686,9.5,2.24,Fragile,2-Wheeler,RT-109,24,4,24,11,0,0,1,9.48,3.99,1.8,1,0,642.18,113.98,331.64,55.3,67.61
DEL100134,Pune,18.617688362584314,73.98471564521748,12.82,1.65,Express,3-Wheeler,RT-149,24,9,24,14,0,0,0,2.73,3.5,0.9,0,1,545.04,205.16,314.4,75.5,42.51
DEL100135,Mumbai,19.105157317444,72.97153476277539,2.32,2.44,Express,Van,RT-117,14,2,17,15,1,0,0,2.94,1.91,1.04,1,1,285.8,51.13,178.8,85.1,122.98
DEL100136,Bangalore,13.107480446455472,77.59144911257786,11.63,0.1,Standard,2-Wheeler,RT-117,5,4,8,11,0,0,1,7.81,1.89,1.09,1,1,266.02,139.59,106.3,84.5,22.87
DEL100137,Chennai,12.980813264625295,80.26689834639089,10.06,0.54,Standard,2-Wheeler,RT-115,6,2,10,18,0,0,1,8.97,2.17,1.3,1,1,253.25,120.74,123.81,91.6,25.17
DEL100138,Mumbai,19.213530673873567,72.97868554043298,13.65,1.69,Heavy,3-Wheeler,RT-151,21,5,2,13,0,0,1,11.75,4.32,2.21,1,1,554.38,218.38,319.34,81.8,40.62
DEL100139,Ahmedabad,23.109562729771724,72.58711666296259,19.02,7.51,Express,2-Wheeler,RT-168,7,3,12,12,0,0,1,2.07,3.22,1.53,0,1,440.45,228.25,168.67,84.6,23.16
DEL100140,Ahmedabad,23.113566843235002,72.52404181107413,14.95,1.21,Standard,Van,RT-151,21,10,23,21,1,0,0,8.02,3.53,1.04,1,0,768.71,328.91,291.61,57.0,51.42
DEL100141,Mumbai,19.095020094082383,72.75172759814943,6.68,1.38,Standard,3-Wheeler,RT-130,16,2,6,13,0,0,1,11.56,2.84,1.16,1,0,479.92,106.94,227.26,49.3,71.81
DEL100142,Bangalore,12.913605040465095,77.578261537205,17.29,3.14,Heavy,2-Wheeler,RT-122,16,9,2,9,0,0,0,11.39,3.77,1.59,1,1,485.43,207.45,259.96,77.5,28.08
DEL100143,Mumbai,19.028277711224167,72.95864016200696,25.48,2.31,Standard,2-Wheeler,RT-141,24,5,21,13,1,0,1,11.19,5.69,2.87,1,0,856.65,305.71,391.14,40.0,33.63
DEL100144,Mumbai,19.024851145571656,72.88460808678676,19.3,0.89,Heavy,3-Wheeler,RT-161,14,10,23,17,0,1,1,7.85,4.74,2.94,1,0,761.47,308.79,277.77,50.8,39.46
DEL100145,Delhi_NCR,28.51877206543716,77.06127625414054,4.25,1.32,Standard,2-Wheeler,RT-176,11,5,24,17,1,0,1,11.08,2.64,1.53,1,1,247.75,51.04,180.32,82.8,58.25
DEL100146,Hyderabad,17.329544369542102,78.32561857331895,14.86,0.61,Express,2-Wheeler,RT-149,14,1,3,17,0,0,1,3.56,3.0,1.46,1,1,423.56,178.31,216.87,87.1,28.5
DEL100147,Bangalore,13.011207007683483,77.68387447949425,4.74,8.46,Fragile,2-Wheeler,RT-176,22,6,17,16,0,0,0,9.72,3.04,1.21,1,1,495.19,56.82,282.52,73.8,104.57
DEL100148,Delhi_NCR,28.709745173004805,77.1244458306604,8.92,0.35,Express,Van,RT-114,10,7,7,10,1,0,1,2.24,3.3,2.07,0,1,389.23,196.28,195.66,85.3,43.63
DEL100149,Mumbai,19.020903601080654,73.00900009487154,13.41,1.16,Standard,3-Wheeler,RT-143,11,1,21,18,1,0,1,10.24,2.93,1.49,1,1,419.64,214.63,190.54,84.6,31.28
DEL100150,Pune,18.529770446284054,73.89375456328892,12.4,0.1,Express,2-Wheeler,RT-141,21,9,5,18,0,1,1,2.13,4.35,2.65,0,1,477.95,148.74,320.28,64.5,38.56
DEL100151,Mumbai,18.861538929612898,72.85237434828785,19.09,0.63,Standard,3-Wheeler,RT-144,16,8,23,9,0,0,0,8.06,3.91,1.69,1,1,603.17,305.4,264.75,67.6,31.6
DEL100152,Delhi_NCR,28.590097809392926,77.07917594662783,25.55,3.79,Standard,2-Wheeler,RT-134,21,12,1,9,0,0,0,9.82,4.89,1.91,1,1,648.79,306.54,339.08,74.4,25.4
DEL100153,Bangalore,13.003060329229568,77.63676089135441,14.21,0.56,Fragile,3-Wheeler,RT-121,22,8,8,20,0,0,1,7.44,3.57,1.37,1,1,523.56,227.32,300.91,72.1,36.85
DEL100154,Ahmedabad,23.07158101855869,72.65297665230842,8.49,0.21,Heavy,2-Wheeler,RT-173,18,7,12,18,1,0,1,7.35,2.78,1.27,1,1,343.58,101.94,241.43,80.6,40.45
DEL100155,Mumbai,19.21584358242224,72.96543692286795,2.42,1.61,Express,3-Wheeler,RT-174,15,5,14,18,0,0,1,2.68,2.49,1.3,1,1,277.71,38.79,207.31,75.2,114.56
DEL100156,Chennai,13.232209478381973,80.10455814566909,21.8,0.1,Standard,Van,RT-137,6,3,16,18,0,0,1,10.67,2.74,1.31,1,1,639.94,479.66,143.73,91.3,29.35
DEL100157,Chennai,12.928311194273418,80.10189071874453,10.09,0.22,Standard,2-Wheeler,RT-169,5,12,10,14,1,0,0,7.35,2.16,1.14,1,1,240.67,121.13,115.6,98.2,23.84
DEL100158,Mumbai,19.14136362136957,73.01940916468499,10.42,4.12,Standard,2-Wheeler,RT-163,15,9,15,15,0,0,0,10.72,3.1,1.32,1,1,406.94,125.08,228.51,80.2,39.04
DEL100159,Chennai,12.94739291863052,80.33175863619907,10.94,3.69,Express,2-Wheeler,RT-106,6,7,21,14,0,0,0,2.86,1.46,0.75,1,1,246.34,131.27,99.03,81.5,22.52
DEL100160,Mumbai,18.877120325630305,73.03033080804165,13.83,6.17,Heavy,2-Wheeler,RT-143,20,11,24,7,1,0,0,10.07,3.68,1.63,1,1,541.86,165.96,288.9,75.6,39.18
DEL100161,Hyderabad,17.373067940533872,78.33549728995722,14.07,4.82,Express,2-Wheeler,RT-175,7,10,26,16,1,1,0,2.59,2.69,1.41,0,1,340.71,168.81,150.06,83.8,24.22
DEL100162,Hyderabad,17.420055115715215,78.38987179870217,9.01,2.87,Heavy,Van,RT-106,24,10,15,13,0,1,1,10.48,4.81,2.69,1,1,547.37,198.27,360.39,62.6,60.74
DEL100163,Bangalore,12.899705515686673,77.5575514877242,10.03,0.13,Standard,Van,RT-165,5,8,10,15,0,0,0,6.08,2.07,1.29,1,1,346.22,220.71,112.33,88.5,34.51
DEL100164,Delhi_NCR,28.80151294891633,77.17741289367268,7.19,3.82,Standard,2-Wheeler,RT-159,24,6,21,13,0,0,1,7.83,3.41,1.62,1,1,399.62,86.32,311.42,77.7,55.55
DEL100165,Kolkata,22.508957694704602,88.41361682415882,6.68,4.67,Standard,3-Wheeler,RT-100,12,12,28,13,0,0,1,10.07,2.97,1.86,1,1,334.05,106.88,200.0,78.2,50.01
DEL100166,Mumbai,19.172267803400437,72.83178720022006,6.66,4.01,Standard,3-Wheeler,RT-161,23,11,7,9,0,0,0,11.92,3.3,1.28,1,1,435.44,106.53,299.67,78.7,65.4
DEL100167,Delhi_NCR,28.606774550762676,76.88532026533586,9.96,1.78,Standard,3-Wheeler,RT-117,5,5,26,10,1,0,1,6.02,2.54,1.53,1,0,415.62,159.36,129.04,62.2,41.73
DEL100168,Delhi_NCR,28.490574674767338,77.27678249777549,5.82,0.66,Fragile,2-Wheeler,RT-106,9,8,3,9,1,0,0,9.06,2.05,1.01,1,1,245.7,69.8,143.72,87.3,42.24
DEL100169,Hyderabad,17.31350342169347,78.48380718428348,1.0,4.67,Standard,2-Wheeler,RT-153,5,3,2,9,1,0,0,11.54,1.08,0.48,1,1,100.25,12.0,77.92,99.0,100.25
DEL100170,Chennai,13.133618504688974,80.12671923077367,8.4,3.25,Fragile,3-Wheeler,RT-166,15,12,6,20,0,0,1,11.18,2.54,1.22,1,1,379.09,134.41,208.73,80.5,45.12
DEL100171,Delhi_NCR,28.68365610981445,76.97959394859095,4.45,9.88,Standard,2-Wheeler,RT-109,13,7,21,9,1,0,0,6.14,1.9,0.83,1,0,451.38,53.44,170.35,64.3,101.35
DEL100172,Bangalore,13.137024406333154,77.61924097635197,11.4,0.42,Fragile,Van,RT-160,9,2,9,10,0,0,1,9.18,2.68,1.45,1,1,419.99,250.74,165.86,84.4,36.85
DEL100173,Mumbai,19.212696647398822,72.91506796264687,7.18,0.64,Express,Van,RT-158,6,3,10,14,0,0,0,3.84,1.23,0.89,1,1,221.06,157.85,90.95,93.6,30.81
DEL100174,Hyderabad,17.265194386499186,78.52160298145792,13.93,0.6,Fragile,2-Wheeler,RT-158,17,12,4,15,0,0,0,10.74,2.76,0.77,1,1,390.2,167.16,232.5,81.2,28.01
DEL100175,Delhi_NCR,28.87570167110333,77.22112827410243,4.76,3.93,Standard,2-Wheeler,RT-168,22,2,27,9,0,1,0,7.85,4.01,2.27,1,1,394.28,57.16,316.21,71.9,82.77
DEL100176,Chennai,13.177675543770716,80.32105161583709,2.83,0.52,Express,Van,RT-162,16,5,3,17,1,0,1,3.13,2.38,1.33,1,1,277.63,62.21,211.18,81.8,98.18
DEL100177,Mumbai,18.95263589737702,72.81361345197247,10.05,0.17,Fragile,3-Wheeler,RT-107,18,7,9,17,0,0,1,11.67,3.43,1.5,1,1,451.76,160.77,264.04,81.5,44.96
DEL100178,Pune,18.552745247212748,73.873308540942,8.17,16.36,Standard,Van,RT-177,9,11,24,10,0,0,1,11.86,1.97,0.76,1,1,484.32,179.82,140.95,91.4,59.25
DEL100179,Delhi_NCR,28.81993065143336,77.43001618637861,4.17,0.1,Standard,2-Wheeler,RT-154,14,10,22,10,1,0,1,11.36,2.92,1.68,1,1,248.51,50.03,214.18,76.2,59.61
DEL100180,Mumbai,19.009039620686224,72.82106116769235,16.58,4.51,Standard,3-Wheeler,RT-105,24,11,17,19,0,0,1,7.22,4.93,2.65,1,1,654.6,265.3,364.6,76.7,39.48
DEL100181,Delhi_NCR,28.790262757621928,76.99236422488369,5.37,1.14,Fragile,3-Wheeler,RT-100,6,11,14,17,1,0,1,7.17,2.24,1.69,1,0,399.76,85.89,126.54,61.9,74.47
DEL100182,Pune,18.605653579628417,73.87712147609463,6.47,4.61,Express,Van,RT-155,8,11,10,16,0,1,0,2.6,2.44,1.47,1,1,313.89,142.3,149.26,90.8,48.53
DEL100183,Pune,18.566887474822867,73.7786605941504,18.39,2.02,Express,2-Wheeler,RT-174,16,10,13,8,0,1,0,2.62,4.4,2.35,0,0,718.61,220.68,282.16,38.5,39.08
DEL100184,Mumbai,19.13073669610446,72.88553030362117,14.4,5.8,Standard,2-Wheeler,RT-109,15,1,12,12,1,0,1,6.06,3.79,1.99,1,1,521.32,172.82,252.78,82.1,36.2
DEL100185,Hyderabad,17.455312962111417,78.3588049727107,4.96,6.52,Standard,2-Wheeler,RT-122,8,10,27,14,0,0,0,8.35,1.06,0.42,1,1,213.05,59.52,100.98,95.3,42.96
DEL100186,Kolkata,22.657905810730462,88.50197897714013,8.65,0.1,Heavy,Van,RT-115,15,9,1,9,0,0,0,11.44,2.52,0.98,1,1,405.88,190.27,208.24,84.2,46.93
DEL100187,Hyderabad,17.32585893003177,78.33350009443205,4.6,0.2,Standard,Van,RT-115,13,1,28,12,0,0,1,11.39,2.69,1.31,1,1,289.45,101.28,198.32,71.8,62.88
DEL100188,Bangalore,12.808273505116219,77.67469002515514,17.63,0.72,Express,Van,RT-155,14,1,22,14,0,0,0,2.07,3.2,1.18,0,1,624.35,387.95,223.93,79.3,35.41
DEL100189,Mumbai,19.12319231623995,72.91400922381422,17.63,2.77,Fragile,Van,RT-105,10,12,19,11,0,0,1,8.29,3.72,1.87,1,1,626.75,387.8,210.36,77.5,35.56
DEL100190,Delhi_NCR,28.515973548057985,77.07363419713386,27.64,5.48,Standard,2-Wheeler,RT-129,19,10,19,17,0,1,1,9.36,6.24,3.21,1,1,726.78,331.64,370.29,74.6,26.3
DEL100191,Pune,18.54861908379654,73.89903005765775,33.59,1.54,Express,2-Wheeler,RT-162,14,8,6,17,0,0,1,3.78,5.08,2.25,0,1,668.99,403.07,289.93,71.5,19.92
DEL100192,Pune,18.64694638005372,73.79093192576703,7.12,2.33,Standard,2-Wheeler,RT-100,10,6,13,11,1,0,1,9.19,2.09,1.04,1,1,273.61,85.43,153.18,89.6,38.43
DEL100193,Hyderabad,17.493300593916658,78.4415115688365,16.03,0.52,Express,2-Wheeler,RT-150,5,6,19,17,0,0,1,3.13,3.66,2.15,0,1,392.55,192.39,168.21,83.8,24.49
DEL100194,Mumbai,19.04268982671653,72.96527932969745,2.49,4.09,Standard,Van,RT-145,24,12,13,8,0,0,0,10.79,3.05,1.18,1,1,406.65,54.75,298.6,80.3,163.41
DEL100195,Mumbai,19.161596268095966,73.04737679811065,11.92,8.55,Express,Van,RT-120,8,9,27,17,0,0,1,2.69,2.73,1.35,0,1,492.29,262.3,159.69,88.0,41.29
DEL100196,Chennai,12.90135771578165,80.12602741234603,13.69,0.78,Standard,2-Wheeler,RT-137,18,4,26,9,1,0,0,10.39,2.86,0.83,1,1,408.3,164.33,243.98,78.2,29.82
DEL100197,Pune,18.581084704282183,73.92351607510192,5.58,1.71,Standard,3-Wheeler,RT-168,24,8,22,8,1,0,0,11.27,2.89,1.03,1,1,394.11,89.23,293.07,71.8,70.67
DEL100198,Pune,18.46854016663995,73.77382581069669,6.83,0.23,Express,Van,RT-162,24,4,21,15,1,0,0,2.37,3.35,1.39,0,1,440.74,150.21,309.12,71.6,64.55
DEL100199,Kolkata,22.42998038735875,88.51296680613244,17.7,2.05,Standard,3-Wheeler,RT-149,12,2,4,13,1,0,1,7.52,4.27,2.2,1,1,563.65,283.12,245.32,63.9,31.85
DEL100200,Hyderabad,17.31715356365156,78.41318004674044,13.89,1.75,Express,2-Wheeler,RT-111,15,11,24,18,0,0,1,3.62,3.04,1.23,1,1,427.98,166.73,226.31,90.7,30.8
DEL100201,Delhi_NCR,28.51332820111349,77.04849741408235,25.68,0.39,Standard,3-Wheeler,RT-168,19,8,2,11,0,0,1,11.19,5.48,2.51,1,1,736.65,410.94,343.85,78.8,28.68
DEL100202,Delhi_NCR,28.434711921373044,77.16334185363579,24.03,1.46,Express,2-Wheeler,RT-172,23,12,15,10,0,0,1,2.62,5.58,2.41,0,0,786.52,288.37,379.35,44.9,32.73
DEL100203,Pune,18.416903140898054,73.99010695234671,3.09,1.02,Standard,3-Wheeler,RT-143,12,7,12,13,0,0,1,8.45,1.49,0.35,1,1,179.12,49.48,148.02,93.3,57.92
DEL100204,Hyderabad,17.33179922866865,78.48900417011158,7.59,1.84,Express,2-Wheeler,RT-151,17,4,27,12,0,0,1,3.77,3.22,1.51,1,1,349.49,91.14,248.69,78.7,46.02
DEL100205,Delhi_NCR,28.840039543780726,77.25561415833303,5.17,2.2,Standard,2-Wheeler,RT-108,22,9,7,11,0,0,1,10.88,3.38,1.32,1,1,373.38,62.07,294.13,78.0,72.19
DEL100206,Delhi_NCR,28.666478893275666,77.02703362718076,16.42,0.1,Standard,Van,RT-164,21,9,20,16,1,0,0,6.83,3.86,1.64,1,1,666.34,361.22,302.99,79.9,40.58
DEL100207,Hyderabad,17.36655066957037,78.53432043431937,12.63,3.58,Standard,3-Wheeler,RT-109,10,8,18,17,1,0,1,8.93,2.76,1.43,1,1,380.74,202.07,176.69,83.7,30.15
DEL100208,Delhi_NCR,28.89706968061058,77.26328743289456,5.43,3.12,Express,3-Wheeler,RT-145,19,1,23,18,0,0,1,3.61,3.45,2.07,1,1,369.75,86.84,272.59,78.3,68.12
DEL100209,Delhi_NCR,28.67889170868501,77.31145535716747,6.04,1.14,Standard,Van,RT-157,17,7,13,19,1,0,1,7.94,3.52,2.29,1,1,386.59,132.8,259.28,66.0,64.05
DEL100210,Bangalore,12.962821964299302,77.47104981991028,21.09,0.14,Heavy,2-Wheeler,RT-136,22,5,17,10,0,0,1,11.5,4.39,1.7,1,0,735.44,253.06,329.5,50.0,34.87
DEL100211,Chennai,13.074918726351164,80.33940632112633,8.16,3.52,Heavy,2-Wheeler,RT-151,15,7,4,16,0,0,0,9.92,2.23,0.71,1,1,304.07,97.96,197.91,84.4,37.25
DEL100212,Hyderabad,17.31135602982518,78.54150171178723,2.15,7.76,Standard,Van,RT-112,17,12,25,12,0,0,1,11.88,2.48,1.14,1,1,333.35,47.34,222.82,79.0,154.92
DEL100213,Mumbai,18.940420159896576,72.91074830534193,5.09,0.69,Express,2-Wheeler,RT-105,5,9,14,16,0,0,0,2.77,1.44,0.93,1,1,142.86,61.07,90.46,90.3,28.07
DEL100214,Chennai,12.888670579858687,80.21259273406454,28.66,0.98,Standard,Van,RT-157,22,2,20,13,0,0,1,8.37,5.68,2.61,1,1,1009.17,630.45,374.74,68.1,35.22
DEL100215,Mumbai,19.190273498002863,72.8542714572717,18.69,0.51,Standard,2-Wheeler,RT-147,9,11,28,21,1,0,0,11.01,3.58,1.75,1,1,444.76,224.32,197.47,89.6,23.79
DEL100216,Mumbai,19.14921027601925,72.98863498823691,4.39,2.15,Express,2-Wheeler,RT-131,10,4,13,16,0,0,0,3.4,1.61,0.93,1,0,312.82,52.68,136.33,62.1,71.26
DEL100217,Chennai,13.220871127791781,80.15866052046385,11.92,0.42,Express,3-Wheeler,RT-110,5,4,3,19,0,0,1,3.5,2.23,1.2,1,1,260.03,190.71,118.1,100.0,21.82
DEL100218,Hyderabad,17.38976057053326,78.35334560466565,18.04,1.1,Express,2-Wheeler,RT-104,11,2,26,17,0,0,1,2.89,3.49,1.48,0,1,408.59,216.49,210.06,79.1,22.65
DEL100219,Kolkata,22.74736922575543,88.5244503387735,3.06,2.99,Standard,Van,RT-105,8,3,26,18,0,0,1,11.24,2.0,1.33,1,1,233.41,67.28,133.9,89.7,76.32
DEL100220,Hyderabad,17.438984995598197,78.59471165303175,19.18,2.05,Standard,3-Wheeler,RT-173,13,11,18,17,1,0,1,9.28,3.82,1.91,1,1,537.2,306.95,237.77,84.5,28.0
DEL100221,Hyderabad,17.432335292045217,78.51825499080097,13.82,1.22,Standard,Van,RT-120,19,8,14,12,0,0,1,9.37,4.16,1.88,1,1,597.04,303.97,297.56,73.5,43.21
DEL100222,Delhi_NCR,28.444562216058006,77.32868929434777,6.56,1.36,Express,Van,RT-141,10,12,15,10,1,0,1,2.22,2.52,1.71,0,1,332.47,144.29,168.2,77.4,50.69
DEL100223,Mumbai,18.907471067635857,72.99782028907576,15.11,2.06,Express,2-Wheeler,RT-126,21,9,3,11,1,0,1,2.26,4.83,2.68,0,1,550.9,181.35,336.96,67.5,36.45
DEL100224,Mumbai,19.201912639451674,72.96262340932289,12.74,0.1,Express,Van,RT-102,24,6,1,6,0,0,0,3.68,3.4,1.19,1,1,612.69,280.17,311.06,68.3,48.11
DEL100225,Mumbai,18.866272171236144,72.8409385067836,13.25,0.2,Standard,3-Wheeler,RT-159,22,10,26,13,0,0,1,6.22,4.51,2.16,1,1,558.63,212.04,333.87,67.5,42.15
DEL100226,Ahmedabad,23.002622513982168,72.5720272814943,11.66,5.33,Standard,3-Wheeler,RT-165,8,2,24,13,1,0,1,7.06,1.56,0.61,1,1,325.26,186.62,118.54,92.5,27.89
DEL100227,Mumbai,18.889439236043728,73.03108734690932,5.88,0.2,Standard,Van,RT-148,13,2,17,13,1,1,1,10.93,3.26,1.84,1,1,381.29,129.46,218.09,93.3,64.8
DEL100228,Pune,18.53845056017809,73.8416572931974,6.66,3.07,Standard,3-Wheeler,RT-133,18,7,3,20,0,0,1,6.52,2.78,1.19,1,1,353.41,106.53,241.21,88.3,53.08
DEL100229,Hyderabad,17.388943530976,78.45652088917669,9.19,6.32,Standard,3-Wheeler,RT-136,7,8,14,18,1,0,1,11.65,2.56,1.39,1,0,423.35,146.97,145.69,59.4,46.09
DEL100230,Kolkata,22.610208016676214,88.38048779969377,10.97,0.79,Heavy,3-Wheeler,RT-141,5,8,3,9,1,0,0,12.0,2.14,0.96,1,1,296.46,175.52,114.74,96.0,27.02
DEL100231,Bangalore,13.121787190625046,77.62393721901704,15.63,1.16,Heavy,2-Wheeler,RT-164,15,6,13,11,0,0,1,11.32,3.74,1.96,1,1,453.45,187.56,251.06,76.4,29.01
DEL100232,Hyderabad,17.59725530518816,78.5979987352108,29.03,2.1,Express,2-Wheeler,RT-159,5,10,15,12,0,0,1,2.89,3.68,1.65,0,1,562.91,348.42,168.89,83.4,19.39
DEL100233,Bangalore,12.872978680025069,77.77570832512536,12.25,5.34,Standard,3-Wheeler,RT-100,16,8,18,11,1,0,1,8.92,3.7,1.95,1,1,483.44,196.02,257.39,77.0,39.46
DEL100234,Delhi_NCR,28.458183198942738,77.37221479594383,15.47,7.11,Standard,2-Wheeler,RT-158,13,1,14,17,0,0,1,6.49,3.95,2.19,1,1,492.5,185.66,242.32,67.7,31.83
DEL100235,Chennai,13.002249317390632,80.31949358011126,17.52,3.36,Heavy,2-Wheeler,RT-103,9,9,21,13,0,0,1,10.38,3.12,1.59,1,1,405.9,210.26,181.27,76.4,23.17
DEL100236,Mumbai,19.240625510548355,72.99177762003528,16.1,0.23,Standard,2-Wheeler,RT-113,19,12,26,14,0,0,0,8.38,3.79,1.4,1,1,511.99,193.25,284.78,82.4,31.79
DEL100237,Delhi_NCR,28.79501521815353,77.01327539736863,5.73,2.77,Fragile,3-Wheeler,RT-117,22,1,3,18,0,1,1,9.42,4.09,2.32,1,1,469.29,91.7,319.27,77.6,81.88
DEL100238,Hyderabad,17.27832174906794,78.4410430625678,22.2,1.32,Standard,2-Wheeler,RT-133,13,3,19,17,0,0,1,7.76,4.09,1.98,1,0,712.72,266.35,247.17,42.2,32.11
DEL100239,Delhi_NCR,28.486762257493254,77.28646576223173,20.28,1.59,Standard,Van,RT-100,17,12,8,9,1,0,0,7.45,4.48,1.97,1,1,728.59,446.19,292.72,83.8,35.92
DEL100240,Pune,18.486524931634445,74.04268306025797,11.57,0.13,Fragile,2-Wheeler,RT-152,17,9,4,16,0,0,0,7.95,3.04,1.09,1,0,480.08,138.82,242.37,61.7,41.5
DEL100241,Ahmedabad,23.078194415469063,72.66449611272688,5.97,0.53,Standard,3-Wheeler,RT-121,17,11,4,12,0,0,1,10.88,2.95,1.42,1,0,448.12,95.52,239.21,52.6,75.06
DEL100242,Pune,18.43313116818546,74.00860434468179,10.86,3.91,Express,2-Wheeler,RT-179,14,5,19,10,0,0,1,3.87,2.26,0.76,1,1,378.76,130.37,191.02,87.3,34.86
DEL100243,Mumbai,19.265240735731027,72.89611857564567,3.37,1.51,Express,3-Wheeler,RT-160,14,9,11,7,0,0,0,3.19,2.76,1.39,1,0,383.37,53.96,208.74,65.9,113.67
DEL100244,Delhi_NCR,28.70312646887549,77.33536686063209,23.81,0.9,Standard,2-Wheeler,RT-121,11,9,1,13,0,0,1,8.6,4.53,2.59,1,1,569.53,285.71,246.64,84.4,23.92
DEL100245,Pune,18.443709656815102,73.90076982293903,7.07,1.21,Standard,Van,RT-149,9,6,8,11,0,0,1,6.19,2.35,1.16,1,0,508.48,155.52,154.22,64.5,71.93
DEL100246,Bangalore,12.93953205972031,77.50123089725679,8.89,4.82,Express,Van,RT-115,24,11,15,10,0,1,1,2.86,4.76,2.53,0,1,608.21,195.66,358.44,65.0,68.39
DEL100247,Ahmedabad,23.023506884458307,72.5136344618771,22.87,3.46,Express,Van,RT-127,11,1,1,16,0,1,0,3.13,4.18,2.32,0,1,768.09,503.24,234.14,77.6,33.58
DEL100248,Ahmedabad,22.955162381389897,72.52703325783096,21.37,0.79,Standard,Van,RT-169,24,10,7,17,0,0,1,6.63,4.88,2.02,1,1,817.05,470.16,362.83,74.2,38.23
DEL100249,Kolkata,22.737090289056212,88.39233533756325,13.03,0.31,Fragile,2-Wheeler,RT-141,14,7,21,10,0,0,1,7.73,2.98,1.51,1,1,335.37,156.37,216.27,84.0,25.74
DEL100250,Mumbai,19.28461997251895,72.87974936349904,25.79,0.73,Standard,3-Wheeler,RT-165,14,6,20,7,1,0,0,11.9,4.48,2.1,1,1,689.69,412.66,268.73,84.1,26.74
DEL100251,Mumbai,18.990317259888368,72.90184255885207,5.61,6.34,Standard,3-Wheeler,RT-170,17,9,20,18,0,0,1,9.56,3.36,1.86,1,0,556.75,89.69,253.69,44.9,99.31
DEL100252,Kolkata,22.553829091021516,88.23698263949161,13.03,2.18,Standard,3-Wheeler,RT-134,19,7,24,6,0,0,0,7.75,3.21,1.36,1,0,608.75,208.55,264.46,55.2,46.7
DEL100253,Mumbai,19.138371841610592,72.81481145475288,5.64,1.91,Standard,Van,RT-119,10,12,11,19,1,0,1,8.56,2.31,1.71,1,1,276.69,124.04,160.88,87.1,49.07
DEL100254,Delhi_NCR,28.709793977448914,77.2551407646787,19.59,2.27,Standard,3-Wheeler,RT-101,24,11,27,15,0,1,0,7.55,5.33,2.61,1,1,689.78,313.5,378.46,66.6,35.2
DEL100255,Hyderabad,17.30320869859503,78.32147236948873,19.21,1.14,Fragile,Van,RT-106,16,12,14,11,0,0,1,6.19,4.11,1.88,1,1,711.08,422.62,271.71,89.7,37.02
DEL100256,Pune,18.595190396517108,73.88794012713079,26.8,4.11,Standard,2-Wheeler,RT-148,23,4,22,10,0,1,1,11.05,5.34,2.31,1,1,727.65,321.62,371.05,65.7,27.15
DEL100257,Chennai,12.87326551820219,80.34871657929244,10.66,1.85,Standard,Van,RT-175,15,7,16,6,0,0,0,7.75,2.3,0.68,1,1,471.56,234.62,200.49,84.3,44.22
DEL100258,Hyderabad,17.270223196348727,78.5432623301005,30.92,0.31,Standard,3-Wheeler,RT-108,10,2,14,10,1,0,1,11.03,4.15,1.71,1,1,696.25,494.69,225.39,87.1,22.52
DEL100259,Delhi_NCR,28.891839462631705,76.96742607295114,5.32,0.35,Express,3-Wheeler,RT-126,5,6,12,9,1,1,0,3.48,2.54,2.06,1,1,223.44,85.06,128.73,90.0,42.03
DEL100260,Hyderabad,17.29978727904052,78.34248472879784,10.32,1.92,Heavy,2-Wheeler,RT-177,6,6,17,15,0,0,0,7.1,2.4,1.08,1,1,243.63,123.82,132.15,88.6,23.61
DEL100261,Ahmedabad,23.01065502951352,72.52020916220214,5.45,6.89,Standard,Van,RT-101,19,2,14,9,0,0,0,10.81,2.33,0.69,1,1,425.4,119.92,233.61,80.1,78.04
DEL100262,Delhi_NCR,28.746080670847064,76.84360425869104,12.0,0.92,Standard,Van,RT-167,8,4,10,13,0,0,1,8.26,2.79,1.63,1,1,423.5,263.99,161.77,88.9,35.29
DEL100263,Bangalore,12.978297744852426,77.79884389884855,5.78,5.09,Standard,2-Wheeler,RT-159,9,8,24,14,1,1,0,10.25,2.05,1.25,1,1,229.68,69.41,143.78,88.9,39.71
DEL100264,Pune,18.603492567376502,73.9345658314693,19.62,3.61,Standard,3-Wheeler,RT-148,19,8,14,11,1,0,1,11.02,4.06,1.72,1,1,623.64,313.98,294.21,76.7,31.78
DEL100265,Chennai,12.972501448314645,80.2559739590729,14.08,0.71,Standard,2-Wheeler,RT-101,15,8,18,7,0,0,0,11.78,2.38,0.61,1,1,355.51,168.97,203.14,75.6,25.25
DEL100266,Chennai,13.06081658556466,80.20652084597259,5.0,0.1,Standard,Van,RT-116,14,8,22,7,0,0,0,6.51,2.46,1.23,1,1,310.88,110.11,198.13,83.4,62.12
DEL100267,Chennai,12.90228415069608,80.32165105381011,17.1,0.27,Standard,3-Wheeler,RT-119,21,1,9,6,0,0,0,6.05,4.23,1.64,1,1,604.42,273.62,316.17,83.1,35.34
